seq,title,year,doi,doi_link,google_scholar,openalex_search,unpaywall_api
66,Microfoundations of firm internationalization: The owner CEO effect,2019,10.1002/gsj.1193,https://doi.org/10.1002/gsj.1193,https://scholar.google.com/scholar?q=Microfoundations%20of%20firm%20internationalization%3A%20The%20owner%20CEO%20effect,https://openalex.org/works?search=Microfoundations%20of%20firm%20internationalization%3A%20The%20owner%20CEO%20effect,https://api.unpaywall.org/v2/10.1002%2Fgsj.1193
71,Alphabet soup: the relationship between multinationality and firm performance,2018,10.1080/19186444.2018.1556519,https://doi.org/10.1080/19186444.2018.1556519,https://scholar.google.com/scholar?q=Alphabet%20soup%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance,https://openalex.org/works?search=Alphabet%20soup%3A%20the%20relationship%20between%20multinationality%20and%20firm%20performance,https://api.unpaywall.org/v2/10.1080%2F19186444.2018.1556519
74,How firm internationalization is recognized by outsiders: The response of financial analysts,2018,10.1016/j.jbusres.2018.04.030,https://doi.org/10.1016/j.jbusres.2018.04.030,https://scholar.google.com/scholar?q=How%20firm%20internationalization%20is%20recognized%20by%20outsiders%3A%20The%20response%20of%20financial%20analysts,https://openalex.org/works?search=How%20firm%20internationalization%20is%20recognized%20by%20outsiders%3A%20The%20response%20of%20financial%20analysts,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2018.04.030
78,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,2017,10.1016/j.ibusrev.2017.02.005,https://doi.org/10.1016/j.ibusrev.2017.02.005,https://scholar.google.com/scholar?q=The%20relationship%20between%20multinationality%20and%20performance%3A%20Knowledge-intensive%20vs.%20capital-intensive%20service%20micro-multinational%20enterprises,https://openalex.org/works?search=The%20relationship%20between%20multinationality%20and%20performance%3A%20Knowledge-intensive%20vs.%20capital-intensive%20service%20micro-multinational%20enterprises,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2017.02.005
81,Bank Internationalization and Firm Exports: Evidence from Matched Firm-Bank Data,2017,10.2139/ssrn.2777973,https://doi.org/10.2139/ssrn.2777973,https://scholar.google.com/scholar?q=Bank%20Internationalization%20and%20Firm%20Exports%3A%20Evidence%20from%20Matched%20Firm-Bank%20Data,https://openalex.org/works?search=Bank%20Internationalization%20and%20Firm%20Exports%3A%20Evidence%20from%20Matched%20Firm-Bank%20Data,https://api.unpaywall.org/v2/10.2139%2Fssrn.2777973
91,Home Country Institutional Effects on the Multinationality-Performance Relationship: A Comparison Between Emerging and Developed Market Multinationals,2016,10.1016/j.intman.2016.06.001,https://doi.org/10.1016/j.intman.2016.06.001,https://scholar.google.com/scholar?q=Home%20Country%20Institutional%20Effects%20on%20the%20Multinationality-Performance%20Relationship%3A%20A%20Comparison%20Between%20Emerging%20and%20Developed%20Market%20Multinationals,https://openalex.org/works?search=Home%20Country%20Institutional%20Effects%20on%20the%20Multinationality-Performance%20Relationship%3A%20A%20Comparison%20Between%20Emerging%20and%20Developed%20Market%20Multinationals,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2016.06.001
101,DO EXPORT MARKETS SELECT THE MOST INNOVATIVE PRODUCERS? THE MODERATING ROLE OF PRODUCTIVITY,2015,10.1142/s1363919615500309,https://doi.org/10.1142/s1363919615500309,https://scholar.google.com/scholar?q=DO%20EXPORT%20MARKETS%20SELECT%20THE%20MOST%20INNOVATIVE%20PRODUCERS%3F%20THE%20MODERATING%20ROLE%20OF%20PRODUCTIVITY,https://openalex.org/works?search=DO%20EXPORT%20MARKETS%20SELECT%20THE%20MOST%20INNOVATIVE%20PRODUCERS%3F%20THE%20MODERATING%20ROLE%20OF%20PRODUCTIVITY,https://api.unpaywall.org/v2/10.1142%2Fs1363919615500309
106,FDI from emerging markets and the productivity gap An analysis on affiliates of BRICS EMNEs in Europe,2015,10.1016/j.ibusrev.2014.11.005,https://doi.org/10.1016/j.ibusrev.2014.11.005,https://scholar.google.com/scholar?q=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,https://openalex.org/works?search=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2014.11.005
108,The impact of multinationality on firm value: A comparative analysis of machine learning techniques,2014,10.1016/j.dss.2013.11.001,https://doi.org/10.1016/j.dss.2013.11.001,https://scholar.google.com/scholar?q=The%20impact%20of%20multinationality%20on%20firm%20value%3A%20A%20comparative%20analysis%20of%20machine%20learning%20techniques,https://openalex.org/works?search=The%20impact%20of%20multinationality%20on%20firm%20value%3A%20A%20comparative%20analysis%20of%20machine%20learning%20techniques,https://api.unpaywall.org/v2/10.1016%2Fj.dss.2013.11.001
114,Information management for the internationalization of SMEs: An exploratory study based on a strategic alignment perspective,2014,10.1016/j.ijinfomgt.2014.06.006,https://doi.org/10.1016/j.ijinfomgt.2014.06.006,https://scholar.google.com/scholar?q=Information%20management%20for%20the%20internationalization%20of%20SMEs%3A%20An%20exploratory%20study%20based%20on%20a%20strategic%20alignment%20perspective,https://openalex.org/works?search=Information%20management%20for%20the%20internationalization%20of%20SMEs%3A%20An%20exploratory%20study%20based%20on%20a%20strategic%20alignment%20perspective,https://api.unpaywall.org/v2/10.1016%2Fj.ijinfomgt.2014.06.006
115,Performance implications of multinationality: moderating role of foreign market entry mode,2013,10.1108/mbr-04-2013-0021,https://doi.org/10.1108/mbr-04-2013-0021,https://scholar.google.com/scholar?q=Performance%20implications%20of%20multinationality%3A%20moderating%20role%20of%20foreign%20market%20entry%20mode,https://openalex.org/works?search=Performance%20implications%20of%20multinationality%3A%20moderating%20role%20of%20foreign%20market%20entry%20mode,https://api.unpaywall.org/v2/10.1108%2Fmbr-04-2013-0021
134,Does the regional nature of multinationals affect the multinationality and performance relationship?,2010,10.1016/j.ibusrev.2009.02.012,https://doi.org/10.1016/j.ibusrev.2009.02.012,https://scholar.google.com/scholar?q=Does%20the%20regional%20nature%20of%20multinationals%20affect%20the%20multinationality%20and%20performance%20relationship%3F,https://openalex.org/works?search=Does%20the%20regional%20nature%20of%20multinationals%20affect%20the%20multinationality%20and%20performance%20relationship%3F,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2009.02.012
135,Triple-testing the quality of multinationality-performance research: An internalization theory perspective,2009,10.1016/j.ibusrev.2009.01.005,https://doi.org/10.1016/j.ibusrev.2009.01.005,https://scholar.google.com/scholar?q=Triple-testing%20the%20quality%20of%20multinationality-performance%20research%3A%20An%20internalization%20theory%20perspective,https://openalex.org/works?search=Triple-testing%20the%20quality%20of%20multinationality-performance%20research%3A%20An%20internalization%20theory%20perspective,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2009.01.005
136,Internationalization of retail banks: A micro-level study of the multinationality-performance relationship,2008,10.1007/s11575-008-0027-7,https://doi.org/10.1007/s11575-008-0027-7,https://scholar.google.com/scholar?q=Internationalization%20of%20retail%20banks%3A%20A%20micro-level%20study%20of%20the%20multinationality-performance%20relationship,https://openalex.org/works?search=Internationalization%20of%20retail%20banks%3A%20A%20micro-level%20study%20of%20the%20multinationality-performance%20relationship,https://api.unpaywall.org/v2/10.1007%2Fs11575-008-0027-7
161,Non-Home-Base Internationalization and Firm Performance in the Hospitality Industry: The Moderating Role of Board Capital,2026,10.1177/19389655251405170,https://doi.org/10.1177/19389655251405170,https://scholar.google.com/scholar?q=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,https://openalex.org/works?search=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,https://api.unpaywall.org/v2/10.1177%2F19389655251405170
163,Internationalization channels and firm financial performance among Asia-Pacific Corporations. Does ESG integration in business matter?,2026,10.1007/s10668-026-07324-2,https://doi.org/10.1007/s10668-026-07324-2,https://scholar.google.com/scholar?q=Internationalization%20channels%20and%20firm%20financial%20performance%20among%20Asia-Pacific%20Corporations.%20Does%20ESG%20integration%20in%20business%20matter%3F,https://openalex.org/works?search=Internationalization%20channels%20and%20firm%20financial%20performance%20among%20Asia-Pacific%20Corporations.%20Does%20ESG%20integration%20in%20business%20matter%3F,https://api.unpaywall.org/v2/10.1007%2Fs10668-026-07324-2
164,The impact of the internationalization strategy of MNEs on innovation performance: the moderating role of digital transformation,2026,10.1108/imr-06-2023-0108,https://doi.org/10.1108/imr-06-2023-0108,https://scholar.google.com/scholar?q=The%20impact%20of%20the%20internationalization%20strategy%20of%20MNEs%20on%20innovation%20performance%3A%20the%20moderating%20role%20of%20digital%20transformation,https://openalex.org/works?search=The%20impact%20of%20the%20internationalization%20strategy%20of%20MNEs%20on%20innovation%20performance%3A%20the%20moderating%20role%20of%20digital%20transformation,https://api.unpaywall.org/v2/10.1108%2Fimr-06-2023-0108
165,"ESG as a Context-Contingent Capability: Competitive Intensity, Internationalization, and Efficiency in the Global Clothing Industry",2026,10.1002/csr.70460,https://doi.org/10.1002/csr.70460,https://scholar.google.com/scholar?q=ESG%20as%20a%20Context-Contingent%20Capability%3A%20Competitive%20Intensity%2C%20Internationalization%2C%20and%20Efficiency%20in%20the%20Global%20Clothing%20Industry,https://openalex.org/works?search=ESG%20as%20a%20Context-Contingent%20Capability%3A%20Competitive%20Intensity%2C%20Internationalization%2C%20and%20Efficiency%20in%20the%20Global%20Clothing%20Industry,https://api.unpaywall.org/v2/10.1002%2Fcsr.70460
166,"Supply chain finance participation and outward FDI: The roles of productivity, financial frictions, and information asymmetry",2026,10.1016/j.econmod.2026.107559,https://doi.org/10.1016/j.econmod.2026.107559,https://scholar.google.com/scholar?q=Supply%20chain%20finance%20participation%20and%20outward%20FDI%3A%20The%20roles%20of%20productivity%2C%20financial%20frictions%2C%20and%20information%20asymmetry,https://openalex.org/works?search=Supply%20chain%20finance%20participation%20and%20outward%20FDI%3A%20The%20roles%20of%20productivity%2C%20financial%20frictions%2C%20and%20information%20asymmetry,https://api.unpaywall.org/v2/10.1016%2Fj.econmod.2026.107559
167,Navigating global waters: performance outcomes of internationalization in family businesses,2026,10.1108/jfbm-08-2025-0226,https://doi.org/10.1108/jfbm-08-2025-0226,https://scholar.google.com/scholar?q=Navigating%20global%20waters%3A%20performance%20outcomes%20of%20internationalization%20in%20family%20businesses,https://openalex.org/works?search=Navigating%20global%20waters%3A%20performance%20outcomes%20of%20internationalization%20in%20family%20businesses,https://api.unpaywall.org/v2/10.1108%2Fjfbm-08-2025-0226
168,Product innovation strategy and firm performance: Novelty and internationalization as mediators,2026,10.1080/00472778.2026.2640356,https://doi.org/10.1080/00472778.2026.2640356,https://scholar.google.com/scholar?q=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,https://openalex.org/works?search=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,https://api.unpaywall.org/v2/10.1080%2F00472778.2026.2640356
170,Non-linear Effects of Advertising Spending on Firm Performance: A Fixed-effects Panel Analysis of the Moderating Role of Internationalization,2026,10.1177/09721509261437526,https://doi.org/10.1177/09721509261437526,https://scholar.google.com/scholar?q=Non-linear%20Effects%20of%20Advertising%20Spending%20on%20Firm%20Performance%3A%20A%20Fixed-effects%20Panel%20Analysis%20of%20the%20Moderating%20Role%20of%20Internationalization,https://openalex.org/works?search=Non-linear%20Effects%20of%20Advertising%20Spending%20on%20Firm%20Performance%3A%20A%20Fixed-effects%20Panel%20Analysis%20of%20the%20Moderating%20Role%20of%20Internationalization,https://api.unpaywall.org/v2/10.1177%2F09721509261437526
173,"Digital Transformation, Internationalisation and ESG Performance of Multinational Companies",2025,10.1002/mde.4496,https://doi.org/10.1002/mde.4496,https://scholar.google.com/scholar?q=Digital%20Transformation%2C%20Internationalisation%20and%20ESG%20Performance%20of%20Multinational%20Companies,https://openalex.org/works?search=Digital%20Transformation%2C%20Internationalisation%20and%20ESG%20Performance%20of%20Multinational%20Companies,https://api.unpaywall.org/v2/10.1002%2Fmde.4496
180,"Financial performance shortfalls, innovation performance shortfalls and returnee executives: does the internationalization of firms matter?",2025,10.1108/imr-02-2024-0045,https://doi.org/10.1108/imr-02-2024-0045,https://scholar.google.com/scholar?q=Financial%20performance%20shortfalls%2C%20innovation%20performance%20shortfalls%20and%20returnee%20executives%3A%20does%20the%20internationalization%20of%20firms%20matter%3F,https://openalex.org/works?search=Financial%20performance%20shortfalls%2C%20innovation%20performance%20shortfalls%20and%20returnee%20executives%3A%20does%20the%20internationalization%20of%20firms%20matter%3F,https://api.unpaywall.org/v2/10.1108%2Fimr-02-2024-0045
183,"Open innovation, market orientation, intellectual capital readiness and higher education institutions' internationalisation performance: the moderating role of entrepreneurial leadership",2025,10.1504/jibed.2025.10071182,https://doi.org/10.1504/jibed.2025.10071182,https://scholar.google.com/scholar?q=Open%20innovation%2C%20market%20orientation%2C%20intellectual%20capital%20readiness%20and%20higher%20education%20institutions%27%20internationalisation%20performance%3A%20the%20moderating%20role%20of%20entrepreneurial%20leadership,https://openalex.org/works?search=Open%20innovation%2C%20market%20orientation%2C%20intellectual%20capital%20readiness%20and%20higher%20education%20institutions%27%20internationalisation%20performance%3A%20the%20moderating%20role%20of%20entrepreneurial%20leadership,https://api.unpaywall.org/v2/10.1504%2Fjibed.2025.10071182
184,Foreign direct investment strategies and corporate social performance in emerging multinational enterprises: driving sustainability amidst supply chain restructuring,2025,10.1108/jbim-01-2025-0047,https://doi.org/10.1108/jbim-01-2025-0047,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%20strategies%20and%20corporate%20social%20performance%20in%20emerging%20multinational%20enterprises%3A%20driving%20sustainability%20amidst%20supply%20chain%20restructuring,https://openalex.org/works?search=Foreign%20direct%20investment%20strategies%20and%20corporate%20social%20performance%20in%20emerging%20multinational%20enterprises%3A%20driving%20sustainability%20amidst%20supply%20chain%20restructuring,https://api.unpaywall.org/v2/10.1108%2Fjbim-01-2025-0047
185,RMB internationalization and firms' total factor productivity-micro-analysis based on the dual circulation perspective,2025,10.1080/16081625.2025.2596994,https://doi.org/10.1080/16081625.2025.2596994,https://scholar.google.com/scholar?q=RMB%20internationalization%20and%20firms%27%20total%20factor%20productivity-micro-analysis%20based%20on%20the%20dual%20circulation%20perspective,https://openalex.org/works?search=RMB%20internationalization%20and%20firms%27%20total%20factor%20productivity-micro-analysis%20based%20on%20the%20dual%20circulation%20perspective,https://api.unpaywall.org/v2/10.1080%2F16081625.2025.2596994
190,The impact of degree of internationalization of MNEs on green innovation performance: The moderating role of absorptive capacity and global dynamic management capability,2024,10.1002/csr.2592,https://doi.org/10.1002/csr.2592,https://scholar.google.com/scholar?q=The%20impact%20of%20degree%20of%20internationalization%20of%20MNEs%20on%20green%20innovation%20performance%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20global%20dynamic%20management%20capability,https://openalex.org/works?search=The%20impact%20of%20degree%20of%20internationalization%20of%20MNEs%20on%20green%20innovation%20performance%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20global%20dynamic%20management%20capability,https://api.unpaywall.org/v2/10.1002%2Fcsr.2592
191,The internationalization and performance of INVs: Liability or learning advantages of newness?,2024,10.1007/s10843-023-00345-2,https://doi.org/10.1007/s10843-023-00345-2,https://scholar.google.com/scholar?q=The%20internationalization%20and%20performance%20of%20INVs%3A%20Liability%20or%20learning%20advantages%20of%20newness%3F,https://openalex.org/works?search=The%20internationalization%20and%20performance%20of%20INVs%3A%20Liability%20or%20learning%20advantages%20of%20newness%3F,https://api.unpaywall.org/v2/10.1007%2Fs10843-023-00345-2
193,Effects of female CEO and female CFO on internationalization and firm performance,2024,10.1108/cg-12-2022-0512,https://doi.org/10.1108/cg-12-2022-0512,https://scholar.google.com/scholar?q=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,https://openalex.org/works?search=Effects%20of%20female%20CEO%20and%20female%20CFO%20on%20internationalization%20and%20firm%20performance,https://api.unpaywall.org/v2/10.1108%2Fcg-12-2022-0512
195,Internationalization and individual firm performance: a resource-based view,2024,10.1007/s40821-024-00276-5,https://doi.org/10.1007/s40821-024-00276-5,https://scholar.google.com/scholar?q=Internationalization%20and%20individual%20firm%20performance%3A%20a%20resource-based%20view,https://openalex.org/works?search=Internationalization%20and%20individual%20firm%20performance%3A%20a%20resource-based%20view,https://api.unpaywall.org/v2/10.1007%2Fs40821-024-00276-5
196,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,2024,10.1002/csr.2894,https://doi.org/10.1002/csr.2894,https://scholar.google.com/scholar?q=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,https://openalex.org/works?search=Analysis%20the%20nexus%20between%20internationalization%20and%20financial%20performance%20in%20wine%20industry%3A%20The%20effect%20of%20proactive%20environmental%20strategy%20and%20eco-innovation,https://api.unpaywall.org/v2/10.1002%2Fcsr.2894
198,Role of resource investment management and strategic resource deployment capabilities in internationalization-performance relationship,2024,10.1016/j.intman.2024.101122,https://doi.org/10.1016/j.intman.2024.101122,https://scholar.google.com/scholar?q=Role%20of%20resource%20investment%20management%20and%20strategic%20resource%20deployment%20capabilities%20in%20internationalization-performance%20relationship,https://openalex.org/works?search=Role%20of%20resource%20investment%20management%20and%20strategic%20resource%20deployment%20capabilities%20in%20internationalization-performance%20relationship,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2024.101122
203,The impact of global city location intensity on MNE performance: Leveraging learning and connectivity,2024,10.1016/j.lrp.2023.102409,https://doi.org/10.1016/j.lrp.2023.102409,https://scholar.google.com/scholar?q=The%20impact%20of%20global%20city%20location%20intensity%20on%20MNE%20performance%3A%20Leveraging%20learning%20and%20connectivity,https://openalex.org/works?search=The%20impact%20of%20global%20city%20location%20intensity%20on%20MNE%20performance%3A%20Leveraging%20learning%20and%20connectivity,https://api.unpaywall.org/v2/10.1016%2Fj.lrp.2023.102409
204,Earnings quality of multinational corporations: Evidence from Latin America before and after IFRS implementation,2024,10.1002/jcaf.22729,https://doi.org/10.1002/jcaf.22729,https://scholar.google.com/scholar?q=Earnings%20quality%20of%20multinational%20corporations%3A%20Evidence%20from%20Latin%20America%20before%20and%20after%20IFRS%20implementation,https://openalex.org/works?search=Earnings%20quality%20of%20multinational%20corporations%3A%20Evidence%20from%20Latin%20America%20before%20and%20after%20IFRS%20implementation,https://api.unpaywall.org/v2/10.1002%2Fjcaf.22729
207,"The impact of female chief executive officers, ownership, and globalization on ASEAN manufacturers' technical efficiency performance",2024,10.1016/j.resglo.2024.100206,https://doi.org/10.1016/j.resglo.2024.100206,https://scholar.google.com/scholar?q=The%20impact%20of%20female%20chief%20executive%20officers%2C%20ownership%2C%20and%20globalization%20on%20ASEAN%20manufacturers%27%20technical%20efficiency%20performance,https://openalex.org/works?search=The%20impact%20of%20female%20chief%20executive%20officers%2C%20ownership%2C%20and%20globalization%20on%20ASEAN%20manufacturers%27%20technical%20efficiency%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.resglo.2024.100206
208,Home country adverse political shocks and cross-border mergers and acquisitions financial performance of politically connected emerging market firms,2024,10.1016/j.ibusrev.2023.102175,https://doi.org/10.1016/j.ibusrev.2023.102175,https://scholar.google.com/scholar?q=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,https://openalex.org/works?search=Home%20country%20adverse%20political%20shocks%20and%20cross-border%20mergers%20and%20acquisitions%20financial%20performance%20of%20politically%20connected%20emerging%20market%20firms,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2023.102175
215,CSR drivers of fashion SMEs and performance: the role of internationalization,2023,10.1108/jfmm-06-2021-0151,https://doi.org/10.1108/jfmm-06-2021-0151,https://scholar.google.com/scholar?q=CSR%20drivers%20of%20fashion%20SMEs%20and%20performance%3A%20the%20role%20of%20internationalization,https://openalex.org/works?search=CSR%20drivers%20of%20fashion%20SMEs%20and%20performance%3A%20the%20role%20of%20internationalization,https://api.unpaywall.org/v2/10.1108%2Fjfmm-06-2021-0151
216,Degree of internationalisation and firm performance: the flattening role of organisational slack resources,2023,10.1108/ribs-03-2022-0030,https://doi.org/10.1108/ribs-03-2022-0030,https://scholar.google.com/scholar?q=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,https://openalex.org/works?search=Degree%20of%20internationalisation%20and%20firm%20performance%3A%20the%20flattening%20role%20of%20organisational%20slack%20resources,https://api.unpaywall.org/v2/10.1108%2Fribs-03-2022-0030
218,"Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance",2023,10.3390/su15032003,https://doi.org/10.3390/su15032003,https://scholar.google.com/scholar?q=Dancing%20with%20Giants%3A%20A%20Unified%20Framework%20for%20Cooperation%20Networks%2C%20Speed%20of%20Internationalisation%2C%20and%20Performance,https://openalex.org/works?search=Dancing%20with%20Giants%3A%20A%20Unified%20Framework%20for%20Cooperation%20Networks%2C%20Speed%20of%20Internationalisation%2C%20and%20Performance,https://api.unpaywall.org/v2/10.3390%2Fsu15032003
219,Internationalization and firm performance: moderating role of multi-stakeholder initiatives,2023,10.1108/mbr-10-2022-0168,https://doi.org/10.1108/mbr-10-2022-0168,https://scholar.google.com/scholar?q=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,https://openalex.org/works?search=Internationalization%20and%20firm%20performance%3A%20moderating%20role%20of%20multi-stakeholder%20initiatives,https://api.unpaywall.org/v2/10.1108%2Fmbr-10-2022-0168
220,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,2023,10.1016/j.jretai.2023.07.005,https://doi.org/10.1016/j.jretai.2023.07.005,https://scholar.google.com/scholar?q=Internationalization%20and%20digitalization%3A%20Their%20differing%20role%20on%20grocer%20and%20non-grocer%20retailer%20performance,https://openalex.org/works?search=Internationalization%20and%20digitalization%3A%20Their%20differing%20role%20on%20grocer%20and%20non-grocer%20retailer%20performance,https://api.unpaywall.org/v2/10.1016%2Fj.jretai.2023.07.005
225,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,2022,10.1108/mbr-07-2020-0155,https://doi.org/10.1108/mbr-07-2020-0155,https://scholar.google.com/scholar?q=How%20learning%20orientation%20drives%20the%20international%20performance%20of%20INVs%3A%20the%20roles%20of%20entrepreneurial%20bricolage%20and%20degree%20of%20internationalization,https://openalex.org/works?search=How%20learning%20orientation%20drives%20the%20international%20performance%20of%20INVs%3A%20the%20roles%20of%20entrepreneurial%20bricolage%20and%20degree%20of%20internationalization,https://api.unpaywall.org/v2/10.1108%2Fmbr-07-2020-0155
227,Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,2022,10.1002/mde.3482,https://doi.org/10.1002/mde.3482,https://scholar.google.com/scholar?q=Does%20internationalization%20strategy%20promote%20enterprise%20innovation%20performance%3F-The%20moderating%20effect%20of%20environmental%20complexity,https://openalex.org/works?search=Does%20internationalization%20strategy%20promote%20enterprise%20innovation%20performance%3F-The%20moderating%20effect%20of%20environmental%20complexity,https://api.unpaywall.org/v2/10.1002%2Fmde.3482
229,Internationalisation and performance in family businesses: influence of the internationalisation path followed,2022,10.1504/ijesb.2022.124453,https://doi.org/10.1504/ijesb.2022.124453,https://scholar.google.com/scholar?q=Internationalisation%20and%20performance%20in%20family%20businesses%3A%20influence%20of%20the%20internationalisation%20path%20followed,https://openalex.org/works?search=Internationalisation%20and%20performance%20in%20family%20businesses%3A%20influence%20of%20the%20internationalisation%20path%20followed,https://api.unpaywall.org/v2/10.1504%2Fijesb.2022.124453
230,Moderating Effects of Internationalization between Corporate Social Responsibility and Financial Performance: The Case of Construction Firms,2022,10.3390/buildings12020185,https://doi.org/10.3390/buildings12020185,https://scholar.google.com/scholar?q=Moderating%20Effects%20of%20Internationalization%20between%20Corporate%20Social%20Responsibility%20and%20Financial%20Performance%3A%20The%20Case%20of%20Construction%20Firms,https://openalex.org/works?search=Moderating%20Effects%20of%20Internationalization%20between%20Corporate%20Social%20Responsibility%20and%20Financial%20Performance%3A%20The%20Case%20of%20Construction%20Firms,https://api.unpaywall.org/v2/10.3390%2Fbuildings12020185
231,The effects of performance shortfalls on firms' exploitation and exploration R&D internationalization decisions: Does industry environmental matter?,2022,10.1016/j.technovation.2021.102408,https://doi.org/10.1016/j.technovation.2021.102408,https://scholar.google.com/scholar?q=The%20effects%20of%20performance%20shortfalls%20on%20firms%27%20exploitation%20and%20exploration%20R%26D%20internationalization%20decisions%3A%20Does%20industry%20environmental%20matter%3F,https://openalex.org/works?search=The%20effects%20of%20performance%20shortfalls%20on%20firms%27%20exploitation%20and%20exploration%20R%26D%20internationalization%20decisions%3A%20Does%20industry%20environmental%20matter%3F,https://api.unpaywall.org/v2/10.1016%2Fj.technovation.2021.102408
232,Internationalisation as a stimulus for SME innovation in developing economies: Comparing SMEs in factor-driven and efficiency-driven economies,2022,10.1016/j.jbusres.2022.01.045,https://doi.org/10.1016/j.jbusres.2022.01.045,https://scholar.google.com/scholar?q=Internationalisation%20as%20a%20stimulus%20for%20SME%20innovation%20in%20developing%20economies%3A%20Comparing%20SMEs%20in%20factor-driven%20and%20efficiency-driven%20economies,https://openalex.org/works?search=Internationalisation%20as%20a%20stimulus%20for%20SME%20innovation%20in%20developing%20economies%3A%20Comparing%20SMEs%20in%20factor-driven%20and%20efficiency-driven%20economies,https://api.unpaywall.org/v2/10.1016%2Fj.jbusres.2022.01.045
235,Business environment distance and innovation performance of EMNEs: The mediating effect of R&D internationalization,2022,10.1016/j.jik.2022.100241,https://doi.org/10.1016/j.jik.2022.100241,https://scholar.google.com/scholar?q=Business%20environment%20distance%20and%20innovation%20performance%20of%20EMNEs%3A%20The%20mediating%20effect%20of%20R%26D%20internationalization,https://openalex.org/works?search=Business%20environment%20distance%20and%20innovation%20performance%20of%20EMNEs%3A%20The%20mediating%20effect%20of%20R%26D%20internationalization,https://api.unpaywall.org/v2/10.1016%2Fj.jik.2022.100241
236,Dynamic customer-oriented relational capabilities: how do they impact internationalizing firm performance?,2022,10.1108/jstp-10-2021-0202,https://doi.org/10.1108/jstp-10-2021-0202,https://scholar.google.com/scholar?q=Dynamic%20customer-oriented%20relational%20capabilities%3A%20how%20do%20they%20impact%20internationalizing%20firm%20performance%3F,https://openalex.org/works?search=Dynamic%20customer-oriented%20relational%20capabilities%3A%20how%20do%20they%20impact%20internationalizing%20firm%20performance%3F,https://api.unpaywall.org/v2/10.1108%2Fjstp-10-2021-0202
237,Taking the international route: Investigating the impact of socioemotional wealth dimensions on family firm performance via internationalisation,2022,10.15678/eber.2022.100305,https://doi.org/10.15678/eber.2022.100305,https://scholar.google.com/scholar?q=Taking%20the%20international%20route%3A%20Investigating%20the%20impact%20of%20socioemotional%20wealth%20dimensions%20on%20family%20firm%20performance%20via%20internationalisation,https://openalex.org/works?search=Taking%20the%20international%20route%3A%20Investigating%20the%20impact%20of%20socioemotional%20wealth%20dimensions%20on%20family%20firm%20performance%20via%20internationalisation,https://api.unpaywall.org/v2/10.15678%2Feber.2022.100305
