priority_rank,seq,year,journal,title,doi,doi_link,google_scholar,icrv,dpl,fp_type,country_guess,pdf_status,source_url_or_pdf_path,pdf_filename,extraction_note,sample_size_n,converted_r,conversion_formula,reported_coefficient,t_value,p_value,effect_direction,model_type,study_period_start,study_period_end,notes_for_extractor,ready_for_r
1640,1740,2022,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,Multinational enterprises' internationalization and adoption of sustainable development goals,10.1108/ijmf-09-2021-0416,https://doi.org/10.1108/ijmf-09-2021-0416,https://scholar.google.com/scholar?q=Multinational%20enterprises%27%20internationalization%20and%20adoption%20of%20sustainable%20development%20goals,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1651,1751,2022,INTERNATIONAL JOURNAL OF CROSS CULTURAL MANAGEMENT,Toward a more in-depth measurement of cultural distance: A re-evaluation of the underlying assumptions,10.1177/14705958221089192,https://doi.org/10.1177/14705958221089192,https://scholar.google.com/scholar?q=Toward%20a%20more%20in-depth%20measurement%20of%20cultural%20distance%3A%20A%20re-evaluation%20of%20the%20underlying%20assumptions,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
1660,1760,2022,INDUSTRIAL AND CORPORATE CHANGE,Impact of sourcing from the informal economy on the export likelihood and performance of emerging economy firms,10.1093/icc/dtab068,https://doi.org/10.1093/icc/dtab068,https://scholar.google.com/scholar?q=Impact%20of%20sourcing%20from%20the%20informal%20economy%20on%20the%20export%20likelihood%20and%20performance%20of%20emerging%20economy%20firms,0,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1689,1789,2022,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,The Twin Peaks of the Export Intensity Distribution,,,https://scholar.google.com/scholar?q=The%20Twin%20Peaks%20of%20the%20Export%20Intensity%20Distribution,0,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1694,1794,2023,WORLD ECONOMY,Internet and firms' exports and imports: Firm level evidence from China,10.1111/twec.13310,https://doi.org/10.1111/twec.13310,https://scholar.google.com/scholar?q=Internet%20and%20firms%27%20exports%20and%20imports%3A%20Firm%20level%20evidence%20from%20China,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1708,1808,2022,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,Performance from building smart factories of small- and medium-sized enterprises: the moderating effects of product complexity and company size,10.1108/ijopm-10-2021-0654,https://doi.org/10.1108/ijopm-10-2021-0654,https://scholar.google.com/scholar?q=Performance%20from%20building%20smart%20factories%20of%20small-%20and%20medium-sized%20enterprises%3A%20the%20moderating%20effects%20of%20product%20comp,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,sem,,,source:wos,0
1716,1816,2022,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,The effects of home country political risk and uncertainty on the financial performance of firms,10.1504/ejim.2022.124908,https://doi.org/10.1504/ejim.2022.124908,https://scholar.google.com/scholar?q=The%20effects%20of%20home%20country%20political%20risk%20and%20uncertainty%20on%20the%20financial%20performance%20of%20firms,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1717,1817,2022,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,Is there ?productivity paradox? in Chinese producer-service enterprises' OFDI?,10.1016/j.irfa.2022.102318,https://doi.org/10.1016/j.irfa.2022.102318,https://scholar.google.com/scholar?q=Is%20there%20%3Fproductivity%20paradox%3F%20in%20Chinese%20producer-service%20enterprises%27%20OFDI%3F,2,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,0
1723,1823,2023,ENVIRONMENTAL & RESOURCE ECONOMICS,The More the Merrier? Evidence from Firm-Level Exports and Environmental Performance in China,10.1007/s10640-022-00717-7,https://doi.org/10.1007/s10640-022-00717-7,https://scholar.google.com/scholar?q=The%20More%20the%20Merrier%3F%20Evidence%20from%20Firm-Level%20Exports%20and%20Environmental%20Performance%20in%20China,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1726,1826,2023,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,Impact of export intensity on energy intensity in manufacturing plants: Evidence from India,10.1080/09638199.2022.2125552,https://doi.org/10.1080/09638199.2022.2125552,https://scholar.google.com/scholar?q=Impact%20of%20export%20intensity%20on%20energy%20intensity%20in%20manufacturing%20plants%3A%20Evidence%20from%20India,3,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1734,1834,2023,GROWTH AND CHANGE,Agglomeration and firm performance in times of economic turmoil: Evidence from Tunisian firm-level data,10.1111/grow.12657,https://doi.org/10.1111/grow.12657,https://scholar.google.com/scholar?q=Agglomeration%20and%20firm%20performance%20in%20times%20of%20economic%20turmoil%3A%20Evidence%20from%20Tunisian%20firm-level%20data,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1745,1845,2022,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,Incubator role of foreign venture capital: evidence from overseas listing of enterprises,10.1080/1331677x.2022.2142637,https://doi.org/10.1080/1331677x.2022.2142637,https://scholar.google.com/scholar?q=Incubator%20role%20of%20foreign%20venture%20capital%3A%20evidence%20from%20overseas%20listing%20of%20enterprises,2,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
1750,1850,2022,FRONTIERS IN PSYCHOLOGY,Modeling analysis of the correlation between duality innovation and multinational enterprise performance,,,https://scholar.google.com/scholar?q=Modeling%20analysis%20of%20the%20correlation%20between%20duality%20innovation%20and%20multinational%20enterprise%20performance,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1760,1860,2024,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,"Examining the nonlinear relationships of corporate social responsibility, innovation and construction firm performance: the moderating role of construction firms' competitive position",10.1108/ecam-03-2022-0286,https://doi.org/10.1108/ecam-03-2022-0286,https://scholar.google.com/scholar?q=Examining%20the%20nonlinear%20relationships%20of%20corporate%20social%20responsibility%2C%20innovation%20and%20construction%20firm%20performance%3A%20,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1795,1895,2023,JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,Strategic orientation and its role in linking human capital with the performance of small and medium enterprises in Indonesia,10.1108/jrme-11-2021-0150,https://doi.org/10.1108/jrme-11-2021-0150,https://scholar.google.com/scholar?q=Strategic%20orientation%20and%20its%20role%20in%20linking%20human%20capital%20with%20the%20performance%20of%20small%20and%20medium%20enterprises%20in%20Indo,3,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1803,1903,2023,SUSTAINABILITY,Exploring the Relationship between R&D Investment and Business Performance-An Empirical Analysis of Chinese ICT SMEs,,,https://scholar.google.com/scholar?q=Exploring%20the%20Relationship%20between%20R%26D%20Investment%20and%20Business%20Performance-An%20Empirical%20Analysis%20of%20Chinese%20ICT%20SMEs,2,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1805,1905,2023,STUDIES IN ECONOMICS AND FINANCE,Spillover effects of foreign direct investment on manufacturing exports and imports in Indonesia,10.1108/sef-12-2022-0551,https://doi.org/10.1108/sef-12-2022-0551,https://scholar.google.com/scholar?q=Spillover%20effects%20of%20foreign%20direct%20investment%20on%20manufacturing%20exports%20and%20imports%20in%20Indonesia,3,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,0
1809,1909,2022,PLOS ONE,Profitability determinants of the natural stone industry: Evidence from Spain and Italy,10.1371/journal.pone.0276885,https://doi.org/10.1371/journal.pone.0276885,https://scholar.google.com/scholar?q=Profitability%20determinants%20of%20the%20natural%20stone%20industry%3A%20Evidence%20from%20Spain%20and%20Italy,1,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
1811,1911,2023,RESOURCES POLICY,Do international resources configure SMEs' sustainable performance in the digital era? Evidence from Pakistan,10.1016/j.resourpol.2022.103169,https://doi.org/10.1016/j.resourpol.2022.103169,https://scholar.google.com/scholar?q=Do%20international%20resources%20configure%20SMEs%27%20sustainable%20performance%20in%20the%20digital%20era%3F%20Evidence%20from%20Pakistan,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1818,1918,2023,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,Blood and Water: Information Technology Investment and Control in Family-owned Businesses,10.1080/07421222.2023.2172770,https://doi.org/10.1080/07421222.2023.2172770,https://scholar.google.com/scholar?q=Blood%20and%20Water%3A%20Information%20Technology%20Investment%20and%20Control%20in%20Family-owned%20Businesses,3,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1822,1922,2023,JOURNAL OF QUANTITATIVE ECONOMICS,"ICT Investment, Adoption of ISO 14000 Certification, and Export Performance in Indian Manufacturing Plants",10.1007/s40953-023-00350-1,https://doi.org/10.1007/s40953-023-00350-1,https://scholar.google.com/scholar?q=ICT%20Investment%2C%20Adoption%20of%20ISO%2014000%20Certification%2C%20and%20Export%20Performance%20in%20Indian%20Manufacturing%20Plants,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1830,1930,2023,MANAGERIAL AND DECISION ECONOMICS,"Internationalisation, employment generation and wage premia: evidence from Indian manufacturing firms",10.1002/mde.3936,https://doi.org/10.1002/mde.3936,https://scholar.google.com/scholar?q=Internationalisation%2C%20employment%20generation%20and%20wage%20premia%3A%20evidence%20from%20Indian%20manufacturing%20firms,3,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1857,1957,2023,INDUSTRIAL AND CORPORATE CHANGE,In search of markets and technology: the role of cross-border knowledge for domestic productivity,10.1093/icc/dtad045,https://doi.org/10.1093/icc/dtad045,https://scholar.google.com/scholar?q=In%20search%20of%20markets%20and%20technology%3A%20the%20role%20of%20cross-border%20knowledge%20for%20domestic%20productivity,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:multi,0
1862,1962,2024,JOURNAL OF GLOBAL MOBILITY-THE HOME OF EXPATRIATE MANAGEMENT RESEARCH,Strategic divestment of emerging market firms: the influence of returnee managers and CEO characteristics,10.1108/jgm-04-2023-0029,https://doi.org/10.1108/jgm-04-2023-0029,https://scholar.google.com/scholar?q=Strategic%20divestment%20of%20emerging%20market%20firms%3A%20the%20influence%20of%20returnee%20managers%20and%20CEO%20characteristics,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1900,2000,2024,JOURNAL OF INTERNATIONAL MARKETING,Exploratory Search and International Performance: When Do Local Alliances Matter?,10.1177/1069031x231216409,https://doi.org/10.1177/1069031x231216409,https://scholar.google.com/scholar?q=Exploratory%20Search%20and%20International%20Performance%3A%20When%20Do%20Local%20Alliances%20Matter%3F,0,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
1908,2008,2024,COMPETITIVENESS REVIEW,The comparison of RBV-based competitiveness of Hungarian family-owned and non-family-owned SMEs,10.1108/cr-02-2023-0017,https://doi.org/10.1108/cr-02-2023-0017,https://scholar.google.com/scholar?q=The%20comparison%20of%20RBV-based%20competitiveness%20of%20Hungarian%20family-owned%20and%20non-family-owned%20SMEs,1,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1915,2015,2024,COGENT BUSINESS & MANAGEMENT,The effect of R&D expenditures on firm value with firm size moderation in an Indonesia palm oil company,10.1080/23311975.2024.2317448,https://doi.org/10.1080/23311975.2024.2317448,https://scholar.google.com/scholar?q=The%20effect%20of%20R%26D%20expenditures%20on%20firm%20value%20with%20firm%20size%20moderation%20in%20an%20Indonesia%20palm%20oil%20company,3,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1928,2028,2024,VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,"Effect of Demonetization on Advertising, Research & Development and Human Resource Intensities and its Impact on Firm's Performance",10.1177/09722629211042437,https://doi.org/10.1177/09722629211042437,https://scholar.google.com/scholar?q=Effect%20of%20Demonetization%20on%20Advertising%2C%20Research%20%26%20Development%20and%20Human%20Resource%20Intensities%20and%20its%20Impact%20on%20Firm%27s%20,3,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1932,2032,2026,AGRIBUSINESS,Determining the influence of belonging to a wine protected designation of origin on profitability,10.1002/agr.21947,https://doi.org/10.1002/agr.21947,https://scholar.google.com/scholar?q=Determining%20the%20influence%20of%20belonging%20to%20a%20wine%20protected%20designation%20of%20origin%20on%20profitability,1,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
1935,2035,2024,RAUSP MANAGEMENT JOURNAL,Assets of foreignness in a regulated industry,,,https://scholar.google.com/scholar?q=Assets%20of%20foreignness%20in%20a%20regulated%20industry,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
1966,2066,2024,BALTIC JOURNAL OF MANAGEMENT,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese firms,10.1108/bjm-02-2024-0058,https://doi.org/10.1108/bjm-02-2024-0058,https://scholar.google.com/scholar?q=Is%20OFDI%20persistence%20beneficial%20for%20firms%27%20performance%3F%20Evidence%20from%20Chinese%20firms,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:multi,0
1990,2090,2025,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,10.1093/erae/jbae024,https://doi.org/10.1093/erae/jbae024,https://scholar.google.com/scholar?q=Productivity%20and%20growth%20decomposition%3A%20a%20novel%20single-index%20smooth-coefficient%20stochastic%20frontier%20approach,1,3,productivity,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:multi,0
2009,2109,2025,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,Reframing government support for SMEs' performance in international market: the critical role of institutional context,10.1108/apjba-11-2024-0621,https://doi.org/10.1108/apjba-11-2024-0621,https://scholar.google.com/scholar?q=Reframing%20government%20support%20for%20SMEs%27%20performance%20in%20international%20market%3A%20the%20critical%20role%20of%20institutional%20context,0,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,sem,,,source:wos,0
2015,2115,2025,INTERNATIONAL JOURNAL OF EMERGING MARKETS,Navigating international waters: the board's role in enhancing intellectual capital efficiency,10.1108/ijoem-06-2024-0944,https://doi.org/10.1108/ijoem-06-2024-0944,https://scholar.google.com/scholar?q=Navigating%20international%20waters%3A%20the%20board%27s%20role%20in%20enhancing%20intellectual%20capital%20efficiency,2,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
2016,2116,2025,ECONOMIES,Can the Succession Plan for Family Business Achieve Social Employment Stability? An Analysis from the Perspective of Entrepreneurs,10.3390/economies13010005,https://doi.org/10.3390/economies13010005,https://scholar.google.com/scholar?q=Can%20the%20Succession%20Plan%20for%20Family%20Business%20Achieve%20Social%20Employment%20Stability%3F%20An%20Analysis%20from%20the%20Perspective%20of%20Ent,2,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
2017,2117,2025,GLOBAL BUSINESS REVIEW,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights from Indian Manufacturing Companies,10.1177/09721509241308023,https://doi.org/10.1177/09721509241308023,https://scholar.google.com/scholar?q=Unveiling%20Determinants%20of%20Resource%20Allocation%20to%20R%26D%20and%20Advertising%3A%20Insights%20from%20Indian%20Manufacturing%20Companies,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
2022,2122,2025,SUSTAINABILITY,Effects and Determinants of Implementing Digital Customer Service Tools in Polish SMEs,10.3390/su17031022,https://doi.org/10.3390/su17031022,https://scholar.google.com/scholar?q=Effects%20and%20Determinants%20of%20Implementing%20Digital%20Customer%20Service%20Tools%20in%20Polish%20SMEs,1,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
2024,2124,2025,SOCIO-ECONOMIC REVIEW,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,10.1093/ser/mwaf006,https://doi.org/10.1093/ser/mwaf006,https://scholar.google.com/scholar?q=Financial%20accumulation%20in%20non-financial%20corporations%3A%20a%20firm-level%20assessment%20for%20the%20OECD,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
2033,2133,2025,ECONOMIC ANALYSIS AND POLICY,Balancing export intensity and innovation: Uncovering the inverted-U relationship in Chinese manufacturing firms,10.1016/j.eap.2025.02.028,https://doi.org/10.1016/j.eap.2025.02.028,https://scholar.google.com/scholar?q=Balancing%20export%20intensity%20and%20innovation%3A%20Uncovering%20the%20inverted-U%20relationship%20in%20Chinese%20manufacturing%20firms,2,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
2047,2147,2026,INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT,Analyzing energy efficiency decisions in India's energy-intensive industries,10.1108/ijesm-12-2024-0013,https://doi.org/10.1108/ijesm-12-2024-0013,https://scholar.google.com/scholar?q=Analyzing%20energy%20efficiency%20decisions%20in%20India%27s%20energy-intensive%20industries,3,3,productivity,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,logit_probit,,,source:multi,0
2082,2182,2025,BRITISH JOURNAL OF MANAGEMENT,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",10.1111/1467-8551.70001,https://doi.org/10.1111/1467-8551.70001,https://scholar.google.com/scholar?q=Speed%20of%20Institutional%20Reforms%2C%20Competitive%20Dynamics%2C%20and%20Cross-border%20Acquisitions%3A%20Evidence%20from%20Emerging%20Economies,0,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
2083,2183,2025,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,10.1002/tie.70005,https://doi.org/10.1002/tie.70005,https://scholar.google.com/scholar?q=Transaction%20Cost%20and%20Performance%20of%20Born%20Globals%3A%20The%20Role%20of%20Transaction%20Cost%20Institutionalism%3A%20An%20Emerging%20Economy%20Con,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:wos,
2098,2198,2024,GLOBAL BUSINESS AND ECONOMICS REVIEW,Earthquakes and market capitalisation: a historical perspective using panel data,,,https://scholar.google.com/scholar?q=Earthquakes%20and%20market%20capitalisation%3A%20a%20historical%20perspective%20using%20panel%20data,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
2099,2199,2025,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,10.1108/jaee-01-2025-0028,https://doi.org/10.1108/jaee-01-2025-0028,https://scholar.google.com/scholar?q=Determinants%20of%20risk%20reporting%20practices%20in%20Saudi%20Arabia%3A%20an%20institutional%20perspective,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
2117,2217,2026,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of collaboration partners",10.1108/ijebr-06-2024-0578,https://doi.org/10.1108/ijebr-06-2024-0578,https://scholar.google.com/scholar?q=Navigating%20family%20control%3A%20U-shaped%20effects%20on%20innovativeness%20and%20performance%2C%20moderated%20by%20firm%20age%20and%20breadth%20of%20coll,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,panel,,,source:wos,0
2121,2221,2025,COGENT BUSINESS & MANAGEMENT,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,10.1080/23311975.2025.2576281,https://doi.org/10.1080/23311975.2025.2576281,https://scholar.google.com/scholar?q=Is%20the%20grass%20greener%20on%20the%20other%20side%3F%20The%20role%20of%20Western%20directors%20strategy%20in%20Asian%20firms,0,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:multi,
2134,2234,2025,GLOBAL BUSINESS REVIEW,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,10.1177/09721509251399758,https://doi.org/10.1177/09721509251399758,https://scholar.google.com/scholar?q=The%20Determinants%20of%20Information%20Communication%20Technology%20Adoption%20in%20the%20Case%20of%20Indian%20Manufacturing%20Sector,3,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,logit_probit,,,source:multi,0
2145,2245,2026,OPEN ECONOMIES REVIEW,The Impact of Local Services Development on the Export Performance of Chinese Manufacturing Firms,,,https://scholar.google.com/scholar?q=The%20Impact%20of%20Local%20Services%20Development%20on%20the%20Export%20Performance%20of%20Chinese%20Manufacturing%20Firms,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
2164,2264,2026,INDUSTRY AND INNOVATION,Technological complexity and global capabilities in SMEs. A survey in an Italian industrial region,10.1080/13662716.2026.2637174,https://doi.org/10.1080/13662716.2026.2637174,https://scholar.google.com/scholar?q=Technological%20complexity%20and%20global%20capabilities%20in%20SMEs.%20A%20survey%20in%20an%20Italian%20industrial%20region,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:wos,0
2187,2287,2025,Asia Pacific Sustainable Development Journal,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",10.18356/26178419-32-2-5,https://doi.org/10.18356/26178419-32-2-5,https://scholar.google.com/scholar?q=DIGITALIZATION%2C%20FIRM%20PERFORMANCE%20AND%20INTERNATIONALIZATION%20OF%20MICROFIRMS%20IN%20INDIA,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2198,2298,2024,Thailand and the World Economy,How Does Internationalization Affect The Performance Of Indonesian Family Firms With CEOs’ Demographics As Moderators?,,,https://scholar.google.com/scholar?q=How%20Does%20Internationalization%20Affect%20The%20Performance%20Of%20Indonesian%20Family%20Firms%20With%20CEOs%E2%80%99%20Demographics%20As%20Moderators%3F,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2235,2335,2022,Indian Economic Journal,What Determines Profitability in the Indian Automobile Industry?,10.1177/00194662211063574,https://doi.org/10.1177/00194662211063574,https://scholar.google.com/scholar?q=What%20Determines%20Profitability%20in%20the%20Indian%20Automobile%20Industry%3F,3,3,productivity,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,panel,,,source:scopus,0
2236,2336,2022,Journal for Global Business Advancement,Internationalisation and the performance of German firms,10.1504/jgba.2022.127205,https://doi.org/10.1504/jgba.2022.127205,https://scholar.google.com/scholar?q=Internationalisation%20and%20the%20performance%20of%20German%20firms,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2249,2349,2021,Management and Organization Review,Performance Effects of Internationalization: Contingency Theory Analysis of Russian Internationalized Firms,10.1017/mor.2020.39,https://doi.org/10.1017/mor.2020.39,https://scholar.google.com/scholar?q=Performance%20Effects%20of%20Internationalization%3A%20Contingency%20Theory%20Analysis%20of%20Russian%20Internationalized%20Firms,2,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2255,2355,2021,Review of International Geographical Education Online,Global Trading of Electronic Component in Indonesia Manufacturing Industry,10.33403/rigeo.800652,https://doi.org/10.33403/rigeo.800652,https://scholar.google.com/scholar?q=Global%20Trading%20of%20Electronic%20Component%20in%20Indonesia%20Manufacturing%20Industry,3,3,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2264,2364,2020,International Journal of Globalisation and Small Business,Internationalisation strategies and firms' performance. A co-evolutionary study on Italian SMEs,10.1504/ijgsb.2020.109154,https://doi.org/10.1504/ijgsb.2020.109154,https://scholar.google.com/scholar?q=Internationalisation%20strategies%20and%20firms%27%20performance.%20A%20co-evolutionary%20study%20on%20Italian%20SMEs,1,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2268,2368,2020,Journal of Critical Reviews,A region-wise analysis of export performance of msme sector in India and its determinants,10.31838/jcr.07.11.94,https://doi.org/10.31838/jcr.07.11.94,https://scholar.google.com/scholar?q=A%20region-wise%20analysis%20of%20export%20performance%20of%20msme%20sector%20in%20India%20and%20its%20determinants,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
2274,2374,2019,International Journal of Applied Economics Finance and Accounting,Influence of Companies’ Governance Process on Sustainability Reporting in Nigeria,10.33094/8.2017.2019.51.31.38,https://doi.org/10.33094/8.2017.2019.51.31.38,https://scholar.google.com/scholar?q=Influence%20of%20Companies%E2%80%99%20Governance%20Process%20on%20Sustainability%20Reporting%20in%20Nigeria,4,,,,NO_PDF,,,NEED_R | NEED_N | NEED_FP | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,
2286,2386,2018,Journal of Asia Pacific Business,International Export Orientation and Firm’s Performance: Evidence from Enterprise Survey Data of India,10.1080/10599231.2018.1525248,https://doi.org/10.1080/10599231.2018.1525248,https://scholar.google.com/scholar?q=International%20Export%20Orientation%20and%20Firm%E2%80%99s%20Performance%3A%20Evidence%20from%20Enterprise%20Survey%20Data%20of%20India,3,3,composite,,NO_PDF,,,NEED_R | NEED_N | FIND_PDF_FIRST,,,,,,,,,,,source:scopus,0
